,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
TRIM38.1,1.57E-29,-0.334980452,0.367,0.157,2.66E-25,5,TRIM38
PYCARD.3,1.67E-29,-2.012554797,0.115,0.474,2.83E-25,5,PYCARD
WDR1,1.70E-29,0.694678937,0.691,0.234,2.88E-25,5,WDR1
MOB1B,1.78E-29,0.382542354,0.36,0.066,3.02E-25,5,MOB1B
HMGCS1,1.88E-29,0.299353192,0.309,0.041,3.19E-25,5,HMGCS1
CHD3,1.98E-29,0.345197655,0.36,0.065,3.37E-25,5,CHD3
DAZAP2,2.02E-29,-0.568983323,0.597,0.401,3.43E-25,5,DAZAP2
RPAP3,2.08E-29,0.32882341,0.302,0.034,3.53E-25,5,RPAP3
FCGR3A.5,2.12E-29,-2.518353934,0.007,0.401,3.59E-25,5,FCGR3A
NAP1L1.3,2.16E-29,0.92502628,0.986,0.568,3.67E-25,5,NAP1L1
XBP1,2.21E-29,-0.350570666,0.424,0.207,3.74E-25,5,XBP1
ST13.1,2.29E-29,0.394356276,0.77,0.34,3.88E-25,5,ST13
EMC7.1,2.34E-29,-0.263098616,0.396,0.178,3.97E-25,5,EMC7
TIMM13,2.58E-29,-0.311452903,0.504,0.253,4.38E-25,5,TIMM13
NFKBIE,2.73E-29,0.296969155,0.367,0.073,4.64E-25,5,NFKBIE
SNRNP70.1,2.94E-29,-0.255000092,0.468,0.215,4.99E-25,5,SNRNP70
ATF3,3.05E-29,-0.480120495,0.338,0.142,5.18E-25,5,ATF3
HMGB1.2,3.19E-29,-0.656499749,0.885,0.696,5.41E-25,5,HMGB1
CHD9.1,3.23E-29,-0.369192563,0.403,0.171,5.49E-25,5,CHD9
SYNCRIP,3.44E-29,-0.507367625,0.353,0.176,5.84E-25,5,SYNCRIP
TMED10.2,3.45E-29,-0.588640416,0.482,0.328,5.86E-25,5,TMED10
CCNI.1,3.66E-29,0.524720854,0.849,0.42,6.22E-25,5,CCNI
DUSP14,4.53E-29,0.280060965,0.252,0.015,7.68E-25,5,DUSP14
SNX3.2,4.54E-29,-0.299692756,0.827,0.542,7.71E-25,5,SNX3
SLC2A1,4.71E-29,0.300537426,0.317,0.048,7.99E-25,5,SLC2A1
EIF3E.4,5.03E-29,0.461313288,0.914,0.489,8.55E-25,5,EIF3E
NDUFS5,5.28E-29,-0.507254199,0.784,0.582,8.96E-25,5,NDUFS5
YDJC,5.68E-29,0.284612846,0.353,0.067,9.64E-25,5,YDJC
RNF126,5.85E-29,0.346108356,0.36,0.064,9.93E-25,5,RNF126
ZNF296,5.88E-29,0.550168706,0.252,0.01,9.98E-25,5,ZNF296
SELENOH.1,6.17E-29,-0.576163728,0.64,0.426,1.05E-24,5,SELENOH
BLVRB.3,7.24E-29,-0.725557492,0.432,0.283,1.23E-24,5,BLVRB
HSPA9.1,8.50E-29,-0.335511906,0.46,0.207,1.44E-24,5,HSPA9
CLPS.2,8.66E-29,-0.926535771,0.388,0.154,1.47E-24,5,CLPS
HMGN3.3,8.70E-29,0.897911085,0.878,0.401,1.48E-24,5,HMGN3
GPNMB.5,9.49E-29,-3.073574945,0.007,0.409,1.61E-24,5,GPNMB
CD86.2,9.58E-29,1.116098275,0.784,0.304,1.63E-24,5,CD86
INPP5K,9.64E-29,0.292918439,0.288,0.029,1.64E-24,5,INPP5K
C1orf56,9.90E-29,0.261863689,0.475,0.147,1.68E-24,5,C1orf56
ROCK1.1,1.01E-28,-0.256689747,0.54,0.271,1.72E-24,5,ROCK1
GTF2H5,1.14E-28,-0.318130301,0.475,0.252,1.94E-24,5,GTF2H5
LMNB1,1.20E-28,0.296020936,0.338,0.057,2.04E-24,5,LMNB1
VPS35.1,1.23E-28,-0.254931467,0.504,0.243,2.09E-24,5,VPS35
CACYBP.1,1.29E-28,0.5808455,0.619,0.2,2.20E-24,5,CACYBP
PARK7.1,1.39E-28,0.87151527,0.914,0.453,2.36E-24,5,PARK7
TMEM230.1,1.40E-28,0.33680856,0.705,0.297,2.37E-24,5,TMEM230
USP12,1.44E-28,0.445653952,0.324,0.043,2.45E-24,5,USP12
MAGEF1,1.46E-28,0.443064666,0.338,0.047,2.47E-24,5,MAGEF1
LAMTOR1.1,1.51E-28,0.518989953,0.799,0.348,2.56E-24,5,LAMTOR1
ALDOC,1.60E-28,0.376326148,0.266,0.019,2.71E-24,5,ALDOC
SCPEP1.2,1.75E-28,-0.787587231,0.403,0.279,2.97E-24,5,SCPEP1
RRAGC,1.90E-28,0.424689039,0.396,0.079,3.23E-24,5,RRAGC
DRAP1,1.91E-28,-0.549320364,0.647,0.443,3.24E-24,5,DRAP1
KYAT3,2.21E-28,0.340433835,0.324,0.043,3.75E-24,5,KYAT3
MAP2K1,2.30E-28,-0.322252565,0.432,0.204,3.91E-24,5,MAP2K1
NFKBIA.1,2.31E-28,-0.367368906,0.928,0.594,3.92E-24,5,NFKBIA
REL.3,2.45E-28,0.787129374,0.957,0.517,4.15E-24,5,REL
CTSH.4,2.67E-28,0.521959819,0.906,0.489,4.53E-24,5,CTSH
PALLD,2.74E-28,0.285285255,0.388,0.092,4.65E-24,5,PALLD
PYURF.1,2.92E-28,-0.26770365,0.468,0.238,4.95E-24,5,PYURF
PSENEN.1,2.97E-28,-0.349553925,0.446,0.229,5.04E-24,5,PSENEN
HMGCL,3.60E-28,0.287852359,0.345,0.058,6.11E-24,5,HMGCL
CTSA.3,3.64E-28,-0.697477119,0.453,0.313,6.18E-24,5,CTSA
PTPN2,3.98E-28,0.414780962,0.518,0.159,6.76E-24,5,PTPN2
EIF3H.2,4.49E-28,0.474762773,0.849,0.416,7.62E-24,5,EIF3H
RNF130.2,4.89E-28,-1.465948725,0.259,0.408,8.29E-24,5,RNF130
SLC16A3,5.34E-28,-0.435158095,0.568,0.34,9.06E-24,5,SLC16A3
SUB1.1,5.50E-28,0.455011812,0.986,0.605,9.33E-24,5,SUB1
CINP,5.96E-28,0.29563475,0.381,0.081,1.01E-23,5,CINP
PSME1.1,6.25E-28,1.030779975,0.885,0.474,1.06E-23,5,PSME1
NOP53.2,6.27E-28,0.593147686,0.885,0.433,1.06E-23,5,NOP53
ANKRD33B,7.02E-28,0.495601214,0.201,0.003,1.19E-23,5,ANKRD33B
ARL2BP,7.14E-28,0.302934489,0.388,0.087,1.21E-23,5,ARL2BP
EIF6.1,7.93E-28,0.41836534,0.655,0.249,1.35E-23,5,EIF6
ATP5F1A.1,8.91E-28,0.27102876,0.676,0.289,1.51E-23,5,ATP5F1A
ATP11C,8.99E-28,0.524232084,0.288,0.03,1.53E-23,5,ATP11C
DDX17,9.15E-28,-0.686035841,0.54,0.365,1.55E-23,5,DDX17
GCC2.1,9.43E-28,-0.270004398,0.489,0.234,1.60E-23,5,GCC2
PA2G4,9.95E-28,-0.463631224,0.453,0.267,1.69E-23,5,PA2G4
FKBP1A,1.00E-27,-0.2800554,0.784,0.513,1.70E-23,5,FKBP1A
NDUFB1,1.04E-27,-0.317968988,0.755,0.486,1.77E-23,5,NDUFB1
RWDD1,1.04E-27,-0.418656799,0.46,0.286,1.77E-23,5,RWDD1
SEC22C,1.06E-27,0.330670861,0.317,0.046,1.79E-23,5,SEC22C
C17orf49.2,1.06E-27,0.795724788,0.647,0.208,1.81E-23,5,C17orf49
MACF1,1.07E-27,-0.27596807,0.331,0.124,1.82E-23,5,MACF1
PPP1R16B,1.07E-27,0.41603368,0.201,0.003,1.82E-23,5,PPP1R16B
RAB31.1,1.10E-27,-0.893277639,0.468,0.368,1.87E-23,5,RAB31
BZW2,1.37E-27,0.284587932,0.338,0.067,2.32E-23,5,BZW2
MARCKS.4,1.45E-27,0.645415813,0.827,0.367,2.46E-23,5,MARCKS
EED,1.50E-27,0.253393382,0.295,0.044,2.54E-23,5,EED
MPC2.2,1.55E-27,0.665291163,0.669,0.231,2.62E-23,5,MPC2
GMPPB,1.62E-27,0.283381356,0.288,0.034,2.75E-23,5,GMPPB
MRPL46,1.63E-27,0.331945543,0.309,0.032,2.76E-23,5,MRPL46
F11R,1.99E-27,0.303582913,0.388,0.086,3.37E-23,5,F11R
IGFLR1.1,2.16E-27,0.473423679,0.655,0.229,3.67E-23,5,IGFLR1
TRIR.1,2.18E-27,0.392205437,0.849,0.42,3.70E-23,5,TRIR
CLECL1.1,2.24E-27,0.52854113,0.388,0.089,3.80E-23,5,CLECL1
NFKBIZ.1,2.29E-27,-0.672766176,0.345,0.179,3.89E-23,5,NFKBIZ
CORO1C.1,2.38E-27,-0.625901516,0.396,0.234,4.04E-23,5,CORO1C
CLTC,2.50E-27,-0.488873964,0.381,0.202,4.24E-23,5,CLTC
PPIG.1,2.50E-27,-0.38321536,0.54,0.312,4.25E-23,5,PPIG
CYB5R3,2.90E-27,0.407919932,0.568,0.179,4.93E-23,5,CYB5R3
PKM.2,3.14E-27,1.21898906,0.863,0.523,5.33E-23,5,PKM
SEC62,3.66E-27,-0.490159351,0.705,0.468,6.22E-23,5,SEC62
DPP9,4.64E-27,0.329917136,0.317,0.044,7.88E-23,5,DPP9
MIEN1.1,4.75E-27,-0.299813395,0.396,0.188,8.06E-23,5,MIEN1
CORO1B.1,4.84E-27,0.29044264,0.669,0.269,8.21E-23,5,CORO1B
LGALS1.2,5.16E-27,1.248432135,0.957,0.834,8.76E-23,5,LGALS1
TAF1D.1,5.43E-27,-0.316279462,0.511,0.254,9.22E-23,5,TAF1D
MRPL51.1,5.52E-27,0.608925423,0.741,0.296,9.36E-23,5,MRPL51
SOD2.3,5.59E-27,-0.677314116,0.727,0.477,9.48E-23,5,SOD2
XPO1,5.59E-27,-0.322869651,0.324,0.139,9.48E-23,5,XPO1
HMOX1.4,6.21E-27,-0.331400733,0.561,0.254,1.05E-22,5,HMOX1
MGAT1,6.22E-27,-0.399484933,0.489,0.281,1.06E-22,5,MGAT1
LAP3.1,6.37E-27,0.400677652,0.626,0.238,1.08E-22,5,LAP3
CHMP4A.1,6.65E-27,0.530000683,0.604,0.203,1.13E-22,5,CHMP4A
CNN2.1,7.07E-27,0.368427468,0.511,0.167,1.20E-22,5,CNN2
TNFRSF1A,7.59E-27,-0.474715324,0.432,0.247,1.29E-22,5,TNFRSF1A
BLOC1S1,7.96E-27,-0.553442622,0.676,0.496,1.35E-22,5,BLOC1S1
UBE2Z,8.03E-27,0.34742304,0.353,0.068,1.36E-22,5,UBE2Z
SNX2.1,8.10E-27,0.484486336,0.59,0.204,1.37E-22,5,SNX2
FAM118A.2,8.15E-27,0.618280534,0.439,0.106,1.38E-22,5,FAM118A
TGFBI.1,8.26E-27,-2.216999175,0.058,0.421,1.40E-22,5,TGFBI
GPR183.3,8.46E-27,0.448495623,0.842,0.442,1.44E-22,5,GPR183
SMARCC1,8.96E-27,0.259673635,0.331,0.065,1.52E-22,5,SMARCC1
LYN,8.99E-27,-0.45791073,0.417,0.225,1.53E-22,5,LYN
BEX4.2,1.10E-26,0.27041096,0.525,0.193,1.86E-22,5,BEX4
DDX21,1.10E-26,-0.844715758,0.374,0.261,1.87E-22,5,DDX21
PRKAR1A,1.18E-26,-0.315817658,0.46,0.236,1.99E-22,5,PRKAR1A
SLC41A2,1.25E-26,0.587002318,0.302,0.033,2.12E-22,5,SLC41A2
TRAM1.3,1.25E-26,-0.637060996,0.396,0.263,2.13E-22,5,TRAM1
TNFRSF1B,1.33E-26,-0.620191652,0.374,0.235,2.26E-22,5,TNFRSF1B
TNFSF13B,1.55E-26,0.401828412,0.748,0.343,2.63E-22,5,TNFSF13B
AIFM2,1.58E-26,0.252114625,0.273,0.031,2.68E-22,5,AIFM2
GNB1,1.74E-26,-0.393046149,0.439,0.236,2.96E-22,5,GNB1
AHNAK,1.77E-26,-0.758465719,0.482,0.338,3.01E-22,5,AHNAK
SNX7,1.88E-26,0.338626661,0.273,0.028,3.19E-22,5,SNX7
TM2D2,1.89E-26,0.327685742,0.36,0.071,3.20E-22,5,TM2D2
RNF5,2.21E-26,0.280808591,0.41,0.122,3.75E-22,5,RNF5
TALDO1.1,2.24E-26,1.153701834,0.799,0.359,3.80E-22,5,TALDO1
HSPD1.1,2.28E-26,-0.390038614,0.532,0.286,3.88E-22,5,HSPD1
UPF2,2.37E-26,-0.328686839,0.396,0.178,4.02E-22,5,UPF2
GDI2.3,2.42E-26,0.665277132,0.791,0.341,4.10E-22,5,GDI2
SH3PXD2A,2.52E-26,0.455596231,0.259,0.022,4.29E-22,5,SH3PXD2A
RNH1.2,2.59E-26,0.483732885,0.763,0.338,4.40E-22,5,RNH1
NFIC,2.76E-26,-0.298378173,0.317,0.118,4.69E-22,5,NFIC
WDR54,2.89E-26,0.317215541,0.259,0.026,4.90E-22,5,WDR54
ADAM12,3.46E-26,0.488238334,0.201,0.005,5.87E-22,5,ADAM12
SAE1,3.70E-26,0.284190924,0.324,0.053,6.28E-22,5,SAE1
PEBP1.2,4.46E-26,0.417388633,0.77,0.342,7.56E-22,5,PEBP1
CUTA.1,5.25E-26,-0.530187653,0.504,0.349,8.90E-22,5,CUTA
MAFB.2,5.47E-26,-2.415422666,0.022,0.409,9.29E-22,5,MAFB
REX1BD,5.93E-26,-0.417558924,0.496,0.306,1.01E-21,5,REX1BD
SNRNP35,6.35E-26,0.321234639,0.331,0.058,1.08E-21,5,SNRNP35
DOCK8,6.41E-26,-0.552924454,0.367,0.197,1.09E-21,5,DOCK8
SDSL.1,6.76E-26,0.347367638,0.41,0.104,1.15E-21,5,SDSL
PSMA3,6.97E-26,0.333573092,0.619,0.246,1.18E-21,5,PSMA3
LSM10.1,6.99E-26,-0.362168252,0.324,0.168,1.19E-21,5,LSM10
AP2M1.1,7.07E-26,0.877734316,0.741,0.282,1.20E-21,5,AP2M1
PTTG1IP,7.17E-26,-0.422690371,0.41,0.222,1.22E-21,5,PTTG1IP
PTPRC.3,7.32E-26,-0.706009328,0.576,0.444,1.24E-21,5,PTPRC
CD99,7.77E-26,-0.443817884,0.518,0.317,1.32E-21,5,CD99
COX17.1,8.10E-26,0.285366505,0.806,0.411,1.37E-21,5,COX17
MYO1F,8.79E-26,-0.739530193,0.295,0.178,1.49E-21,5,MYO1F
ACO2,9.83E-26,0.355533974,0.381,0.09,1.67E-21,5,ACO2
LARP7,9.87E-26,-0.267670796,0.388,0.178,1.68E-21,5,LARP7
BCL2L11,1.02E-25,0.69158677,0.353,0.058,1.73E-21,5,BCL2L11
CYBB.3,1.07E-25,-2.093456318,0.022,0.377,1.81E-21,5,CYBB
TBC1D22A,1.08E-25,0.254939575,0.317,0.056,1.83E-21,5,TBC1D22A
NENF,1.11E-25,-0.412962968,0.417,0.239,1.88E-21,5,NENF
NXT2,1.17E-25,0.257617249,0.245,0.022,1.99E-21,5,NXT2
CTSL.5,1.18E-25,-3.08701256,0.079,0.393,2.00E-21,5,CTSL
SKP1,1.26E-25,0.454091818,0.914,0.494,2.14E-21,5,SKP1
R3HDM4,1.41E-25,0.264745069,0.338,0.074,2.39E-21,5,R3HDM4
COTL1.4,1.75E-25,-0.43767836,0.719,0.605,2.98E-21,5,COTL1
SAMHD1.1,1.77E-25,-1.889815818,0.137,0.402,3.00E-21,5,SAMHD1
PLEK.1,1.77E-25,0.288105568,0.583,0.228,3.01E-21,5,PLEK
USP1,1.87E-25,0.336273489,0.324,0.062,3.17E-21,5,USP1
VSIG4.4,1.89E-25,-2.191377261,0.007,0.368,3.21E-21,5,VSIG4
CD200,2.09E-25,0.680148261,0.245,0.014,3.55E-21,5,CD200
COL9A2,2.37E-25,0.262857866,0.23,0.019,4.02E-21,5,COL9A2
VASP,2.39E-25,-0.675108324,0.367,0.252,4.05E-21,5,VASP
S100A9.5,2.60E-25,-4.460958179,0.065,0.453,4.41E-21,5,S100A9
AP5Z1,2.69E-25,0.267978872,0.259,0.037,4.56E-21,5,AP5Z1
BCL3,2.71E-25,0.343177452,0.295,0.046,4.59E-21,5,BCL3
ZNF706.1,2.82E-25,-0.270451376,0.691,0.433,4.79E-21,5,ZNF706
VRK2,2.99E-25,0.336081265,0.295,0.043,5.08E-21,5,VRK2
IL3RA,3.00E-25,0.401652625,0.309,0.052,5.10E-21,5,IL3RA
NCOA4,3.08E-25,-0.504506266,0.374,0.218,5.23E-21,5,NCOA4
KDM5A,3.34E-25,-0.251598287,0.338,0.128,5.66E-21,5,KDM5A
MPHOSPH6,3.36E-25,-0.357717479,0.345,0.169,5.71E-21,5,MPHOSPH6
TSPO.1,3.45E-25,-0.661993228,0.712,0.59,5.86E-21,5,TSPO
WASHC4.1,3.96E-25,-0.363807392,0.345,0.16,6.72E-21,5,WASHC4
ARPC4,4.66E-25,0.739434196,0.763,0.313,7.91E-21,5,ARPC4
ENG,4.69E-25,-0.539290337,0.281,0.152,7.97E-21,5,ENG
RHBDF2,5.10E-25,-0.29166194,0.273,0.101,8.65E-21,5,RHBDF2
UXS1,5.31E-25,0.285113011,0.331,0.065,9.02E-21,5,UXS1
SEM1,6.02E-25,-0.282849024,0.806,0.532,1.02E-20,5,SEM1
VAPA,6.18E-25,0.305626111,0.755,0.36,1.05E-20,5,VAPA
LGALS3.4,6.50E-25,-0.449857154,0.777,0.505,1.10E-20,5,LGALS3
MTIF3.1,6.56E-25,-0.332530892,0.388,0.201,1.11E-20,5,MTIF3
GGNBP2,6.80E-25,-0.387823134,0.403,0.192,1.15E-20,5,GGNBP2
BNIP3L.1,6.86E-25,-0.724833207,0.432,0.311,1.16E-20,5,BNIP3L
AOC1,6.93E-25,1.047633567,0.216,0.008,1.18E-20,5,AOC1
KHDRBS1,9.51E-25,-0.280294439,0.446,0.234,1.61E-20,5,KHDRBS1
KCTD12,9.88E-25,-2.035906022,0.058,0.438,1.68E-20,5,KCTD12
GRK3,1.08E-24,0.545798297,0.388,0.089,1.84E-20,5,GRK3
RHOG.3,1.16E-24,0.362298676,0.77,0.365,1.96E-20,5,RHOG
TNFAIP3.1,1.20E-24,-0.59136455,0.46,0.263,2.04E-20,5,TNFAIP3
PLEKHB2,1.41E-24,-0.491979722,0.381,0.225,2.39E-20,5,PLEKHB2
RABEPK,1.60E-24,0.262129553,0.23,0.018,2.72E-20,5,RABEPK
UGCG,1.68E-24,0.266808837,0.396,0.122,2.85E-20,5,UGCG
DDX3X,2.11E-24,-0.673183484,0.424,0.26,3.59E-20,5,DDX3X
LGALS3BP.4,2.18E-24,-0.629316091,0.317,0.202,3.70E-20,5,LGALS3BP
RBM3.1,2.25E-24,0.515781359,0.835,0.414,3.82E-20,5,RBM3
COPE,2.47E-24,0.27466879,0.82,0.431,4.20E-20,5,COPE
PC,2.54E-24,0.277478726,0.216,0.013,4.31E-20,5,PC
IFT43,2.62E-24,0.365666545,0.295,0.041,4.45E-20,5,IFT43
GSN.2,2.66E-24,0.719369647,0.921,0.501,4.51E-20,5,GSN
ARNTL2,2.73E-24,0.653491947,0.23,0.012,4.64E-20,5,ARNTL2
AP3S1,2.81E-24,-0.259710344,0.439,0.224,4.76E-20,5,AP3S1
CDK2,3.06E-24,0.308078978,0.223,0.016,5.20E-20,5,CDK2
RNASEH2C,3.09E-24,-0.361200314,0.367,0.201,5.25E-20,5,RNASEH2C
SP100,3.16E-24,-0.506126951,0.432,0.276,5.36E-20,5,SP100
ADTRP,3.34E-24,0.460893091,0.194,0.005,5.67E-20,5,ADTRP
HIGD2A.1,3.42E-24,0.285284884,0.82,0.433,5.80E-20,5,HIGD2A
PARL,3.49E-24,-0.260977192,0.345,0.154,5.93E-20,5,PARL
DESI1,4.34E-24,0.313765288,0.353,0.077,7.36E-20,5,DESI1
PPP1CA.1,5.14E-24,0.269457932,0.712,0.336,8.72E-20,5,PPP1CA
HLA-DQA2,5.49E-24,0.255694502,0.173,0.003,9.31E-20,5,HLA-DQA2
SURF4,5.60E-24,-0.311925263,0.295,0.116,9.51E-20,5,SURF4
ZFAND5.1,6.04E-24,0.474295753,0.813,0.423,1.03E-19,5,ZFAND5
LYPD1,7.30E-24,0.605494265,0.18,0.003,1.24E-19,5,LYPD1
WAS.2,7.46E-24,-0.61214757,0.317,0.196,1.27E-19,5,WAS
NDUFV3.1,1.02E-23,-0.424640396,0.331,0.168,1.73E-19,5,NDUFV3
LMAN1,1.03E-23,-0.266694738,0.338,0.154,1.75E-19,5,LMAN1
SCAMP2,1.08E-23,-0.492439082,0.295,0.189,1.83E-19,5,SCAMP2
BCL2L14,1.18E-23,0.577298108,0.158,0.001,2.01E-19,5,BCL2L14
IGSF6.4,1.24E-23,-1.812299548,0.165,0.391,2.11E-19,5,IGSF6
NASP,1.26E-23,-0.274436577,0.331,0.142,2.13E-19,5,NASP
CLEC2D,1.51E-23,0.3138505,0.324,0.067,2.56E-19,5,CLEC2D
TMEM131L,1.51E-23,0.362221574,0.223,0.018,2.57E-19,5,TMEM131L
KRT19,1.65E-23,-0.655323938,0.41,0.239,2.79E-19,5,KRT19
GM2A.2,1.93E-23,-0.520888239,0.252,0.146,3.27E-19,5,GM2A
LAIR1.1,1.94E-23,-1.7126877,0,0.316,3.30E-19,5,LAIR1
PPP3CC,2.01E-23,0.25423731,0.273,0.043,3.41E-19,5,PPP3CC
DCK.1,2.42E-23,0.393265182,0.432,0.136,4.11E-19,5,DCK
YME1L1,2.44E-23,-0.385628053,0.345,0.166,4.15E-19,5,YME1L1
CBX3,2.57E-23,-0.521283915,0.482,0.326,4.36E-19,5,CBX3
RNASE6.4,2.63E-23,-2.089569676,0.072,0.468,4.46E-19,5,RNASE6
LIPA.4,2.65E-23,-1.790507472,0.216,0.319,4.49E-19,5,LIPA
DDIT4.2,2.77E-23,-1.551818888,0.331,0.452,4.70E-19,5,DDIT4
SLC25A3.1,3.15E-23,0.439230994,0.806,0.403,5.34E-19,5,SLC25A3
WIPI2,3.40E-23,0.264639847,0.381,0.113,5.78E-19,5,WIPI2
NDUFV2,3.48E-23,0.438929114,0.784,0.378,5.90E-19,5,NDUFV2
SNX5,3.51E-23,-0.416062856,0.353,0.186,5.96E-19,5,SNX5
NEK6,3.60E-23,0.315476231,0.381,0.1,6.11E-19,5,NEK6
CARD19,3.71E-23,-0.362220955,0.324,0.159,6.29E-19,5,CARD19
BPTF,3.83E-23,-0.413512416,0.324,0.156,6.50E-19,5,BPTF
AAK1,3.86E-23,-0.2852393,0.331,0.128,6.55E-19,5,AAK1
PLAGL1,4.09E-23,0.569035403,0.345,0.068,6.94E-19,5,PLAGL1
HOPX,5.21E-23,0.849120736,0.309,0.04,8.85E-19,5,HOPX
MRPL23,5.62E-23,-0.489562138,0.511,0.322,9.53E-19,5,MRPL23
YBX1.1,5.89E-23,-0.251997282,0.964,0.739,1.00E-18,5,YBX1
PRKAG2,5.98E-23,-0.283044551,0.36,0.161,1.02E-18,5,PRKAG2
TMEM120B,6.25E-23,0.330859735,0.209,0.012,1.06E-18,5,TMEM120B
NFE2L1,6.48E-23,0.538474185,0.36,0.073,1.10E-18,5,NFE2L1
NFKBID,7.00E-23,0.34674939,0.338,0.078,1.19E-18,5,NFKBID
DYNLT1,7.52E-23,-0.25246939,0.583,0.348,1.28E-18,5,DYNLT1
PIM1,8.12E-23,0.32459098,0.374,0.106,1.38E-18,5,PIM1
CYREN,8.61E-23,0.292691362,0.273,0.038,1.46E-18,5,CYREN
MFSD1.3,8.78E-23,-1.595956177,0.122,0.321,1.49E-18,5,MFSD1
DECR1,9.90E-23,-0.407374061,0.353,0.191,1.68E-18,5,DECR1
SMS,9.90E-23,0.308353527,0.619,0.269,1.68E-18,5,SMS
PBXIP1,1.07E-22,0.326648036,0.288,0.054,1.81E-18,5,PBXIP1
FYB1.2,1.19E-22,-1.857315897,0.144,0.418,2.01E-18,5,FYB1
BCL2A1.5,1.21E-22,0.57239657,0.698,0.296,2.05E-18,5,BCL2A1
TRAPPC1.1,1.21E-22,0.392095639,0.77,0.371,2.05E-18,5,TRAPPC1
PFDN5.1,1.34E-22,-0.440927806,0.993,0.837,2.27E-18,5,PFDN5
PSMB6.1,1.53E-22,0.519064711,0.705,0.302,2.60E-18,5,PSMB6
YIPF4,1.77E-22,-0.377127188,0.353,0.191,3.00E-18,5,YIPF4
SEMA7A,1.83E-22,0.313584051,0.209,0.013,3.10E-18,5,SEMA7A
TMEM126B,1.87E-22,-0.372600949,0.288,0.142,3.17E-18,5,TMEM126B
UCP2,1.98E-22,0.782840951,0.727,0.303,3.35E-18,5,UCP2
LIMCH1,2.13E-22,0.625264865,0.216,0.012,3.61E-18,5,LIMCH1
TREML1,2.13E-22,0.55610525,0.165,0.003,3.61E-18,5,TREML1
MAP3K8.1,2.24E-22,-0.32920495,0.367,0.191,3.81E-18,5,MAP3K8
ESF1,2.26E-22,-0.495510465,0.302,0.171,3.84E-18,5,ESF1
SLC39A1,2.69E-22,0.296634518,0.424,0.119,4.56E-18,5,SLC39A1
UBE2D1.1,2.74E-22,-0.399650142,0.367,0.231,4.66E-18,5,UBE2D1
C12orf45.1,2.79E-22,0.786312232,0.468,0.134,4.74E-18,5,C12orf45
IFI16,3.64E-22,-1.369949775,0.281,0.411,6.18E-18,5,IFI16
DUT.2,3.77E-22,-0.440937068,0.353,0.216,6.39E-18,5,DUT
BTF3L4,3.89E-22,-0.593335739,0.338,0.231,6.60E-18,5,BTF3L4
DBI.3,4.00E-22,0.671131881,0.935,0.557,6.79E-18,5,DBI
JPT1.3,4.03E-22,0.736287893,0.791,0.367,6.84E-18,5,JPT1
BTG1.1,4.07E-22,0.870254181,0.986,0.706,6.91E-18,5,BTG1
EIF1.1,4.78E-22,0.708618367,1,0.846,8.11E-18,5,EIF1
HSPB1.1,5.03E-22,-0.571884861,0.763,0.548,8.54E-18,5,HSPB1
MLX,5.23E-22,-0.380476549,0.317,0.149,8.88E-18,5,MLX
PIN4.1,5.95E-22,-0.402817217,0.36,0.196,1.01E-17,5,PIN4
IFI27L2,6.08E-22,-0.664627612,0.432,0.33,1.03E-17,5,IFI27L2
EIF2S3,6.11E-22,-0.311216252,0.46,0.268,1.04E-17,5,EIF2S3
TM2D1,6.19E-22,-0.311474452,0.295,0.139,1.05E-17,5,TM2D1
ATP5ME,7.03E-22,-0.354604391,0.784,0.538,1.19E-17,5,ATP5ME
ZEB1,7.08E-22,0.771888901,0.245,0.021,1.20E-17,5,ZEB1
TNFRSF11A,7.77E-22,0.255409939,0.237,0.031,1.32E-17,5,TNFRSF11A
PSMA2.1,9.30E-22,0.605684634,0.799,0.381,1.58E-17,5,PSMA2
SERINC2,9.50E-22,0.312692075,0.273,0.051,1.61E-17,5,SERINC2
RIOK3,1.01E-21,-0.274060673,0.302,0.117,1.72E-17,5,RIOK3
HCFC1R1,1.15E-21,-0.322943484,0.317,0.167,1.95E-17,5,HCFC1R1
BAX.1,1.27E-21,0.338108236,0.712,0.339,2.16E-17,5,BAX
HNRNPA2B1,1.31E-21,-0.616997161,0.827,0.67,2.22E-17,5,HNRNPA2B1
GTF2I,1.33E-21,-0.412115837,0.41,0.211,2.26E-17,5,GTF2I
KATNAL1,1.63E-21,0.292530876,0.187,0.009,2.77E-17,5,KATNAL1
TPM3,1.68E-21,0.698500885,0.878,0.473,2.85E-17,5,TPM3
CREG1.4,1.80E-21,0.526529248,0.683,0.298,3.05E-17,5,CREG1
SERPINB1.1,2.22E-21,0.697251767,0.734,0.321,3.77E-17,5,SERPINB1
YY1,2.40E-21,-0.449702716,0.331,0.189,4.08E-17,5,YY1
ATG12,2.53E-21,-0.278022236,0.331,0.155,4.30E-17,5,ATG12
FAM107B,2.64E-21,0.259157673,0.331,0.092,4.49E-17,5,FAM107B
VAMP5.1,2.74E-21,-0.417277272,0.439,0.255,4.64E-17,5,VAMP5
ZDHHC18,2.87E-21,0.368549988,0.216,0.019,4.88E-17,5,ZDHHC18
HSPA8.2,2.93E-21,0.582338944,0.791,0.379,4.98E-17,5,HSPA8
